bhsa_node,ref,sentence,text_full,lxx,lxx_tm,esv,esv_TAM,esv_verse,niv,niv_TAM,niv_verse
364053,Lamentations 2:5,הָיָ֨ה אֲדֹנָ֤י׀ כְּאֹויֵב֙ ,הָיָ֨ה,ἐγενήθη,aorist indc,has become,PRES.PERF.IND,"The Lord has become like an enemy ; he has swallowed up Israel ; he has swallowed up all its palaces ; he has laid in ruins its strongholds , and he has multiplied in the daughter of Judah mourning and lamentation .",is,PRES..IND,The Lord is like an enemy ; he has swallowed up Israel . He has swallowed up all her palaces and destroyed her strongholds . He has multiplied mourning and lamentation for the Daughter of Judah .
364155,Lamentations 2:9,גַּם־נְבִיאֶ֕יהָ לֹא־מָצְא֥וּ חָזֹ֖ון מֵיְהוָֽה׃ ס ,מָצְא֥וּ,εἶδον,aorist indc,find,PRES..IND,"Her gates have sunk into the ground ; he has ruined and broken her bars ; her king and princes are among the nations ; the law is no more , and her prophets find no vision from the Lord .",find,PRES..IND,"Her gates have sunk into the ground ; their bars he has broken and destroyed . Her king and her princes are exiled among the nations , the law is no more , and her prophets no longer find visions from the LORD ."
364180,Lamentations 2:11,כָּל֨וּ בַדְּמָעֹ֤ות עֵינַי֙ ,כָּל֨וּ,ἐξέλιπον,aorist indc,are spent,PRES..IND,"My eyes are spent with weeping ; my stomach churns ; my bile is poured out to the ground because of the destruction of the daughter of my people , because infants and babies faint in the streets of the city .",fail,PRES..IND,"My eyes fail from weeping , I am in torment within , my heart is poured out on the ground because my people are destroyed , because children and infants faint in the streets of the city ."
364185,Lamentations 2:11,חֳמַרְמְר֣וּ מֵעַ֔י ,חֳמַרְמְר֣וּ,ἐταράχθη,aorist indc,churns,,"My eyes are spent with weeping ; my stomach churns ; my bile is poured out to the ground because of the destruction of the daughter of my people , because infants and babies faint in the streets of the city .",am in torment,PRES..IND,"My eyes fail from weeping , I am in torment within , my heart is poured out on the ground because my people are destroyed , because children and infants faint in the streets of the city ."
364187,Lamentations 2:11,נִשְׁפַּ֤ךְ לָאָ֨רֶץ֙ כְּבֵדִ֔י עַל־שֶׁ֖בֶר בַּת־עַמִּ֑י בֵּֽעָטֵ֤ף עֹולֵל֙ וְיֹונֵ֔ק בִּרְחֹבֹ֖ות קִרְיָֽה׃ ס ,נִשְׁפַּ֤ךְ,ἐξεχύθη,aorist indc,is poured out,PRES..IND,"My eyes are spent with weeping ; my stomach churns ; my bile is poured out to the ground because of the destruction of the daughter of my people , because infants and babies faint in the streets of the city .",is poured out,PRES..IND,"My eyes fail from weeping , I am in torment within , my heart is poured out on the ground because my people are destroyed , because children and infants faint in the streets of the city ."
364271,Lamentations 2:15,סָֽפְק֨וּ עָלַ֤יִךְ כַּפַּ֨יִם֙ כָּל־עֹ֣בְרֵי דֶ֔רֶךְ ,סָֽפְק֨וּ,ἐκρότησαν,aorist indc,clap,PRES..IND,"All who pass along the way clap their hands at you ; they hiss and wag their heads at the daughter of Jerusalem : “ Is this the city that was called the perfection of beauty , the joy of all the earth ? ”",clap,PRES..IMPV,"All who pass your way clap their hands at you ; they scoff and shake their heads at the Daughter of Jerusalem : “ Is this the city that was called the perfection of beauty , the joy of the whole earth ? ”"
364277,Lamentations 2:15,שָֽׁרְקוּ֙ ,שָֽׁרְקוּ֙,ἐσύρισαν,aorist indc,they hiss,PRES..IND,"All who pass along the way clap their hands at you ; they hiss and wag their heads at the daughter of Jerusalem : “ Is this the city that was called the perfection of beauty , the joy of all the earth ? ”",they scoff,PRES..IND,"All who pass your way clap their hands at you ; they scoff and shake their heads at the Daughter of Jerusalem : “ Is this the city that was called the perfection of beauty , the joy of the whole earth ? ”"
364302,Lamentations 2:16,שָֽׁרְקוּ֙ ,שָֽׁרְקוּ֙,ἐσύρισαν,aorist indc,they hiss,PRES..IND,"All your enemies rail against you ; they hiss , they gnash their teeth , they cry : “ We have swallowed her ! Ah , this is the day we longed for ; now we have it ; we see it ! ”",they scoff,PRES..IND,"All your enemies open their mouths wide against you ; they scoff and gnash their teeth and say , “ We have swallowed her up . This is the day we have waited for ; we have lived to see it . ”"
364306,Lamentations 2:16,אָמְר֖וּ ,אָמְר֖וּ,εἶπαν,aorist indc,they cry,PRES..IND,"All your enemies rail against you ; they hiss , they gnash their teeth , they cry : “ We have swallowed her ! Ah , this is the day we longed for ; now we have it ; we see it ! ”",say,PRES..IMPV,"All your enemies open their mouths wide against you ; they scoff and gnash their teeth and say , “ We have swallowed her up . This is the day we have waited for ; we have lived to see it . ”"
364314,Lamentations 2:16,מָצָ֥אנוּ ,מָצָ֥אנוּ,εὕρομεν,aorist indc,we have,PRES..IND,"All your enemies rail against you ; they hiss , they gnash their teeth , they cry : “ We have swallowed her ! Ah , this is the day we longed for ; now we have it ; we see it ! ”",we have lived,PRES.PERF.IND,"All your enemies open their mouths wide against you ; they scoff and gnash their teeth and say , “ We have swallowed her up . This is the day we have waited for ; we have lived to see it . ”"
364315,Lamentations 2:16,רָאִֽינוּ׃ ס ,רָאִֽינוּ,εἴδομεν,aorist indc,we see,PRES..IND,"All your enemies rail against you ; they hiss , they gnash their teeth , they cry : “ We have swallowed her ! Ah , this is the day we longed for ; now we have it ; we see it ! ”",see,..,"All your enemies open their mouths wide against you ; they scoff and gnash their teeth and say , “ We have swallowed her up . This is the day we have waited for ; we have lived to see it . ”"
364338,Lamentations 2:18,צָעַ֥ק לִבָּ֖ם אֶל־אֲדֹנָ֑י חֹומַ֣ת בַּת־צִ֠יֹּון ,צָעַ֥ק,ἐβόησεν,aorist indc,cried,PAST..IND,"Their heart cried to the Lord . O wall of the daughter of Zion , let tears stream down like a torrent day and night ! Give yourself no rest , your eyes no respite !",cry out,PRES..IND,"The hearts of the people cry out to the Lord . O wall of the Daughter of Zion , let your tears flow like a river day and night ; give yourself no relief , your eyes no rest ."
364413,Lamentations 2:21,שָׁכְב֨וּ לָאָ֤רֶץ חוּצֹות֙ נַ֣עַר וְזָקֵ֔ן ,שָׁכְב֨וּ,ἐκοιμήθησαν,aorist indc,lie,PRES..IND,"In the dust of the streets lie the young and the old ; my young women and my young men have fallen by the sword ; you have killed them in the day of your anger , slaughtering without pity .",lie,,“ Young and old lie together in the dust of the streets ; my young men and maidens have fallen by the sword . You have slain them in the day of your anger ; you have slaughtered them without pity .
364513,Lamentations 3:8,שָׂתַ֖ם תְּפִלָּתִֽי׃ ,שָׂתַ֖ם,ἀπέφραξεν,aorist indc,he shuts out,PRES..IND,"though I call and cry for help , he shuts out my prayer ;",he shuts out,PRES..IND,"Even when I call out or cry for help , he shuts out my prayer ."
364583,Lamentations 3:18,אָבַ֣ד נִצְחִ֔י וְתֹוחַלְתִּ֖י מֵיְהוָֽה׃ ס ,אָבַ֣ד,ἀπώλετο,aorist indc,has perished,PRES.PERF.IND,"so I say , “ My endurance has perished ; so has my hope from the Lord . ”",is gone,PRES..IND,"So I say , “ My splendour is gone and all that I had hoped from the LORD . ”"
364661,Lamentations 3:28,כִּ֥י נָטַ֖ל עָלָֽיו׃ ,נָטַ֖ל,ἦρεν,aorist indc,it is laid,PRES..IND,Let him sit alone in silence when it is laid on him ;,has laid,PRES.PERF.IND,"Let him sit alone in silence , for the LORD has laid it on him ."
364694,Lamentations 3:33,כִּ֣י לֹ֤א עִנָּה֙ מִלִּבֹּ֔ו ,עִנָּה֙,ἀπεκρίθη,aorist indc,he does afflict,PRES..IND,for he does not willingly afflict or grieve the children of men .,he does bring affliction,PRES..IND,For he does not willingly bring affliction or grief to the children of men .
364722,Lamentations 3:36,לְדַכֵּא֙ תַּ֣חַת רַגְלָ֔יו כֹּ֖ל אֲסִ֥ירֵי אָֽרֶץ׃ לְהַטֹּות֙ מִשְׁפַּט־גָּ֔בֶר נֶ֖גֶד פְּנֵ֥י עֶלְיֹֽון׃ לְעַוֵּ֤ת אָדָם֙ בְּרִיבֹ֔ו אֲדֹנָ֖י לֹ֥א רָאָֽה׃ ס ,רָאָֽה,εἶπεν,aorist indc,does approve,PRES..IND,"to subvert a man in his lawsuit , the Lord does not approve .",would see,PRES..IMPV,to deprive a man of justice — would not the Lord see such things ?
364797,Lamentations 3:46,פָּצ֥וּ עָלֵ֛ינוּ פִּיהֶ֖ם כָּל־אֹיְבֵֽינוּ׃ ,פָּצ֥וּ,διήνοιξαν,aorist indc,open,PRES..IND,“ All our enemies open their mouths against us ;,have opened wide,PRES.PERF.IND,“ All our enemies have opened their mouths wide against us .
364971,Lamentations 4:2,בְּנֵ֤י צִיֹּון֙ הַיְקָרִ֔ים הַמְסֻלָּאִ֖ים בַּפָּ֑ז אֵיכָ֤ה נֶחְשְׁבוּ֙ לְנִבְלֵי־חֶ֔רֶשׂ מַעֲשֵׂ֖ה יְדֵ֥י יֹוצֵֽר׃ ס ,נֶחְשְׁבוּ֙,ἐλογίσθησαν,aorist indc,they are regarded,PRES..IND,"The precious sons of Zion , worth their weight in fine gold , how they are regarded as earthen pots , the work of a potter’s hands !",are considered,PRES..IND,"How the precious sons of Zion , once worth their weight in gold , are now considered as pots of clay , the work of a potter’s hands !"
364980,Lamentations 4:3,גַּם־תַּנִּים֙ חָ֣לְצוּ שַׁ֔ד ,חָ֣לְצוּ,ἐξέδυσαν,aorist indc,offer,PRES..IND,"Even jackals offer the breast ; they nurse their young , but the daughter of my people has become cruel , like the ostriches in the wilderness .",offer,PRES..IND,"Even jackals offer their breasts to nurse their young , but my people have become heartless like ostriches in the desert ."
364982,Lamentations 4:3,הֵינִ֖יקוּ גּוּרֵיהֶ֑ן ,הֵינִ֖יקוּ,ἐθήλασαν,aorist indc,they nurse,PRES..IND,"Even jackals offer the breast ; they nurse their young , but the daughter of my people has become cruel , like the ostriches in the wilderness .",nurse,..,"Even jackals offer their breasts to nurse their young , but my people have become heartless like ostriches in the desert ."
364994,Lamentations 4:4,דָּבַ֨ק לְשֹׁ֥ון יֹונֵ֛ק אֶל־חִכֹּ֖ו בַּצָּמָ֑א ,דָּבַ֨ק,ἐκολλήθη,aorist indc,sticks,PRES..IND,"The tongue of the nursing infant sticks to the roof of its mouth for thirst ; the children beg for food , but no one gives to them .",sticks,,"Because of thirst the infant’s tongue sticks to the roof of its mouth ; the children beg for bread , but no-one gives it to them ."
365003,Lamentations 4:4,עֹֽולָלִים֙ שָׁ֣אֲלוּ לֶ֔חֶם ,שָׁ֣אֲלוּ,ᾔτησαν,aorist indc,beg for,PRES..IND,"The tongue of the nursing infant sticks to the roof of its mouth for thirst ; the children beg for food , but no one gives to them .",beg for,PRES..IND,"Because of thirst the infant’s tongue sticks to the roof of its mouth ; the children beg for bread , but no-one gives it to them ."
365012,Lamentations 4:5,הָאֹֽכְלִים֙ לְמַ֣עֲדַנִּ֔ים נָשַׁ֖מּוּ בַּחוּצֹ֑ות ,נָשַׁ֖מּוּ,ἠφανίσθησαν,aorist indc,perish,PRES..IND,Those who once feasted on delicacies perish in the streets ; those who were brought up in purple embrace ash heaps .,are destitute,PRES..IND,Those who once ate delicacies are destitute in the streets . Those nurtured in purple now lie on ash heaps .
365020,Lamentations 4:5,הָאֱמֻנִים֙ עֲלֵ֣י תֹולָ֔ע חִבְּק֖וּ אַשְׁפַּתֹּֽות׃ ס ,חִבְּק֖וּ,περιεβάλοντο,aorist indc,embrace,,Those who once feasted on delicacies perish in the streets ; those who were brought up in purple embrace ash heaps .,lie on,PRES..IND,Those who once ate delicacies are destitute in the streets . Those nurtured in purple now lie on ash heaps .
365052,Lamentations 4:8,חָשַׁ֤ךְ מִשְּׁחֹור֙ תָּֽאֳרָ֔ם ,חָשַׁ֤ךְ,ἐσκότασεν,aorist indc,is blacker,PRES..IND,Now their face is blacker than soot ; they are not recognized in the streets ; their skin has shriveled on their bones ; it has become as dry as wood .,they are blacker,PRES..IND,But now they are blacker than soot ; they are not recognised in the streets . Their skin has shrivelled on their bones ; it has become as dry as a stick .
365057,Lamentations 4:8,לֹ֥א נִכְּר֖וּ בַּחוּצֹ֑ות ,נִכְּר֖וּ,ἐπεγνώσθησαν,aorist indc,they are recognized,PRES..IND,Now their face is blacker than soot ; they are not recognized in the streets ; their skin has shriveled on their bones ; it has become as dry as wood .,they are recognised,PRES..IND,But now they are blacker than soot ; they are not recognised in the streets . Their skin has shrivelled on their bones ; it has become as dry as a stick .
365138,Lamentations 4:14,נָע֤וּ עִוְרִים֙ בַּֽחוּצֹ֔ות ,נָע֤וּ,ἐσαλεύθησαν,aorist indc,They wandered,PAST..IND,"They wandered , blind , through the streets ; they were so defiled with blood that no one was able to touch their garments .",they grope,PRES..IND,Now they grope through the streets like men who are blind . They are so defiled with blood that no-one dares to touch their garments .
365143,Lamentations 4:14,נְגֹֽאֲל֖וּ בַּדָּ֑ם ,נְגֹֽאֲל֖וּ,ἐμολύνθησαν,aorist indc,they were defiled,PAST..IND,"They wandered , blind , through the streets ; they were so defiled with blood that no one was able to touch their garments .",They are defiled,PRES..IND,Now they grope through the streets like men who are blind . They are so defiled with blood that no-one dares to touch their garments .
365162,Lamentations 4:15,כִּ֥י נָצ֖וּ ,נָצ֖וּ,ἀνήφθησαν,aorist indc,they became fugitives,PAST..IND,"“ Away ! Unclean ! ” people cried at them . “ Away ! Away ! Do not touch ! ” So they became fugitives and wanderers ; people said among the nations , “ They shall stay with us no longer . ”",they flee,PRES..IND,"“ Go away ! You are unclean ! ” men cry to them . “ Away ! Away ! Don’t touch us ! ” When they flee and wander about , people among the nations say , “ They can stay here no longer . ”"
